text,label
@JetBlue just lost my business   Enjoy your profits,0
@JetBlue Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON,2
@JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks,1
@SouthwestAir @bgr1061 luv SWA myself and my employees use you always!!,1
@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required,0
@USAirways — I had exceptional service on flight #403 from IND to PHX!!,1
"“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”

👎",2
This shits gotta stop RT @JetBlue: Our fleet's on fleek. http://t.co/PEQ90pqMpp,0
"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6",0
"@united Nope. Walked up &amp; down the ORF terminal, &amp; not a United agent to be found. Showed up @ last minute to board us. Many panicked people",0
@united silence is very telling,0
@united #albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay #poorcustomerservice,0
@united Finally I get the right response. United must check this issue. UA 1514 EWR to PUJ on Friday 02/20/15.,0
@United I'm pretty sure I've got shin splits from SPRINTING through IAH only to watch my plane pull away from the jet way...,0
@USAirways how do you do that? You guys need to have much better communication. How? How can we do that?,0
@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on,0
@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!,0
"@SouthwestAir Was on hold for 2 hours before you disconnected me after my flight was Cancelled Flightled. Swell company, you.",0
@united Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?,2
@JetBlue Touchdown JFK! Well done pilots of JetBlue Flight 226! #JetBlueRocks,1
@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,0
@united is there another airport closer to Calgary we can fly out of tomorrow.,2
@JetBlue thank you,1
@USAirways why is it impossible to change / buy preferred seats via your app?,0
@JetBlue Maybe stop telling people the wrong info on your customer service calls.,0
@united Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf,0
"@JetBlue is JFK still closed? Tryna get out of Ft Lauderdale on flight 502, just want to get home to nyc!",0
@JetBlue quick ? Why is a person traveling w  a mosaic not get the green tag? Doesn't make sense I end up waitin 4 my sons bag anyway :/,0
@united you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.,0
@united the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.,0
@USAirways US Airlines 699 LA to RDU is holding onto baggages for an hour already and everyone is still waiting!?,0
@SouthwestAir has some of the best airfare prices! Gotta LUV them :),1
"@SouthwestAir not as sorry as I was when I sat on a plane for 3 hours waiting for the engine to be fixed and THEN got my luggage lost, but k",0
@USAirways @AmericanAir Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane.,0
"@united Delayed 7 hrs flight 5721 PIT/IAD, finally board the plane, sit half hour &amp; crew is at their hrs limit &amp; we deplane. Unacceptable.",0
"@united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff",0
@JetBlue what's up with the random delay on flight 1729? Any chance of it being a false alarm?,0
@AmericanAir your assistance has not been very helpful frustrating disappointing experience &amp; w/small children very inconvenient,0
@JetBlue Using JetBlue air miles?,2
@SouthwestAir hilarious flight attendants on Vegas to Detroit tonight http://t.co/nw7vx7DGMF,2
"@united as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive",1
"@JetBlue insensitive? #FoodAllergies are life-threatening. Unsolicited UNEDUCATED opinions are inappropriate, reckless &amp; dangerous to (1/3)",0
@USAirways I left something on a recent flight today. Who do I contact to retrieve it please? Thanks!,2
"@SouthwestAir you call this customer service?? Sitting in the tarmack for 1hr, lost bag, and you give me a $100. voucher???",0
@AmericanAir watch out if you are a parent...they break stroller &amp; tell you look at the fine print,0
@SouthwestAir   Are flights going into Dallas this morning?   Thanks,2
@AmericanAir 1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.,0
"@AmericanAir LGA already by the time we pulled from the flight. QQBMUG. feel free to look up how many flights we've been ""reticketed"" on.",0
@usairways hopefully your crappy service improves as u become @americanairlines #angryairtravel #winterstorm,0
@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...,0
@SouthwestAir i like to see if i can change flight plz help thx,2
@JetBlue too Late Flight. Several passengers are inebriated. You're in league with big alcohol. Shame on you.,0
"@united basically, I need to leave from Hawaii Late Flight evening (midnight) and get back to Philly Late Flight Monday night. Most trips get me in Tues",2
@SouthwestAir we've now lost a whole day of our honeymoon... Very disappointed and frustrated with everything.,0
@AmericanAir You guys did an amazing job today! Know it’s hard; thanks to Kate Appleton for all her hard work reFlight Booking Problems my friends and me!,1
@JetBlue Jan 5? That's not summer http://t.co/TpzhjX7Hbt,0
"@united, I'm still frustrated I gave up my seat &amp; the promised Travel Certificate was withheld w/o explanation. http://t.co/KvfwajVViD",0
@JetBlue Only middle seats. SFO -&gt; BOS. Not fun. She keeps getting $10 credits. Would much rather have a working TV.,0
"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk",2
@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.,0
@USAirways what's going on with US Airways flight 805?   Why diverted to Charlotte?,2
@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,1
@United Hidden City forces me into crappy seat even though exit row is available on the first leg. Your support cannot fix. :-(,0
@USAirways flight #3900 fro ORF to PHL.,2
@SouthwestAir I have been loyal to Southwest from the beginning but very unhappy about your devaluation.,0
"@JetBlue no, but we're on the flight leaving from Boston to Seattle right now. :) flight 597",1
@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,2
@SouthwestAir never got any notification that flight 955 was Cancelled Flighted today. Correct phone # and email on file. Not a happy customer.,0
@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks,2
"@united what, you forgot to tell them the flight was coming... Thanks for allowing me to miss my connection",0
@JetBlue probably not anymore.,2
@JetBlue Airways Corporation (JBLU) loses -0.06% on news that @JetBlue Airways ... - WallStreet Scope http://t.co/oFW4A8b5WS,2
@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.,0
@united the costumer services here at Denver Intl Airport is ridiculous bad!,0
@JetBlue That's not weather reLate Flightd.  You are just being nice and blaming the weather.  Airport just wasn't prepared. Investigation time.,0
"@united really needs to get its act together. Really disappointed in our change of flight, delayed flights, etc.",0
"@united all goods, I'll call tomorrow, thanks.",1
"“@united: @LRuns4Cupcakes Please DM details, we'd like to help if you need assistance. ^KP” @ClarkHoward #Another #Airlines #Issues",2
@SouthwestAir why do your MDW gates have so many fewer seats than your planes?,0
"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!",1
@USAirways @jhughes1025 grrrrrrrr. Couldn't book a flight via calling either :(,0
@JetBlue can I switch my seat for my trip on Sunday?,2
@SouthwestAir trying to get to Mexico in September! How about affordable nonstop flights????,2
@JetBlue loves Cancelled Flightling tickets and not telling their customers #flyunited,0
@united I'm a first time solo female traveller and it's pretty scary being in a foreign place not knowing where your belongings are...,0
@AmericanAir @ArminRosen @ggreenwald Tell that piece of shit to get fucked... I'll fly exclusively with you for life...,0
@SouthwestAir is the contest over for Destination Dragons? I want to try to do everything I can to go.,2
@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!,0
"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",1
"@united After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation..",2
@JetBlue Yup. MCO. 82°!!,2
@united 1 hour since boarding began and we're still sitting at the gate.  #UA507,0
@USAirways surely there are some other ways to help me - I can't really afford another 4 hours now. Pls follow me so we can DM,0
"@SouthwestAir weren't too ""sincere"" when you Cancelled Flighted my flight and made me drive 17 hours to get home..",0
@united can I get some help changing a ticket.  40 minutes on hold and counting....,0
@AmericanAir have your experts seen this? this is right at RDU airport. http://t.co/mPliO6DYgn,2
@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent,0
@JetBlue great to see the RedSox plane and your reminder you ❤️NY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv,1
@united and that plane was staying overnight at the next airport - ROC. U can make up 10 min in air but instead of waiting u leave EARLY,0
@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,0
@USAirways are you fucking kidding me??? http://t.co/qjLzrYWFj2,0
"@SouthwestAir I owe you an apology. My tweet was out of frustration, not constructive criticism. I'm a SW fan &amp; LOVE your service!",1
"@USAirways Hey! I booked a flight (Isabelle Gramp, Boston to LAX), and it said that it charged my credit card but the transaction didn't go",0
@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,0
@SouthwestAir what are the chances you will be Cancelled Flighting all flights in and out of Nashville again?,0
@AmericanAir OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK,0
@SouthwestAir oh my gosh! Going to dm you now! Thank you!,1
@AmericanAir try this. DPDFPP,2
"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",1
@united ridiculous! I have to be refunded whenever I get at my final destination or not!,0
@AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta,0
@united thanks! We would like an apology and a full refund. Please confirm when we will receive.,0
"@USAirways the two women workng PHL bag check term C @ 11:30 ET should be fired for being rude, pushy and treating customers with disrespect",0
@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr,0
@united has terrible customer service &amp; doesn't feel the need to notify its customers when their flights are delayed,0
@united splitting up my flights quadruples the price,0
@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?,0
"@USAirways This is garbage, been trying to book a reward flight and then it got Cancelled Flighted and still can't get anyone on phone. Unacceptable",0
"But, are your flight attendants fucking tho? RT @JetBlue: Our fleet's on fleek. http://t.co/wGYzTnjCXm",0
"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail",0
"@united You cause me to miss my flight telling me it already left when it had not. No empathy from gate staff or crew, no apology. Really?",0
"Yes, I filed a report in Atlanta. My bags are in Charlotte, NC. 24 hours Late Flightr and still can't find my luggage ... @USAirways",0
@USAirways too Late Flight.,0
@AmericanAir you're my early frontrunner for best airline! #oscars2016,1
@united Want to make my day? :) Friend is Premier &amp; I should be soon. Any chance you can upgrade our two 10 hr leg of flights to ecom plus?,2
@JetBlue do you think snow in boston on 2/24 will effect my flight?,2
@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,2
@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?,2
@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.,1
@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.,0
@JetBlue Offering Special Fares to @GoPureGrenada @discovergrenada http://t.co/MBcEhCSZX3 @CaribbeJan @islandexpert http://t.co/2Zm4jkAlZl,2
@AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP,2
"@united you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem",0
"@JetBlue after boarding flight 0510, the captain informs that he could exceed the16 hrs regulation and turned the plane around. Incredible!",0
@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,0
“@JetBlue: Our fleet's on fleek. http://t.co/4LlWi5oxvO” lmfaooooo hook me up with a flight!,2
@AmericanAir you flew me into Chi instead and I got a ride to MKE. U said my bags would go to MKE today. Is it on the Cancelled Flightled flight tho?,0
@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb,0
@USAirways what's up with flight 5545 no gate agent or plane at PHX B18?  Nice customer service.,0
"@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed",0
"@AmericanAir Thanks for the reply, but a functioning plane four hours ago was the only way to do that. The staff was friendly, tho.",1
@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.,0
@SouthwestAir   Yes. Dale at Baggage office was wonderful. But not everyone is on the same page down there... We had a 6 hour wait!,0
@USAirways IT HAS BEEN FOUND THANK YOU,1
@SouthwestAir not at all. Rerouted to snowy BWI been trying to figure out how to get out of here. Now dealing with more baggage troubles.,0
@united I will be patient as your agent explains how you have me booked on a new flight for 6:18 when that plane doesn't arrive until 6:07,0
@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,0
"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered",0
"@SouthwestAir then had to watch the staff check off each passenger on the list TWICE, because the first time they forgot look at IDs. Brutal",0
@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv,0
@SouthwestAir trying to get anyone on phone. Flt Cancelled Flighted. Please get me to Denver.,0
@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.,2
"@SouthwestAir check the head of the plane, there has been dynamite placed onto it",2
@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,0
@AmericanAir .....and they waited 5 hours in a stuffy plane until they could get off then 7 more hrs to get their luggage  #AmericanAirlines,0
@SouthwestAir now flight is book and I have to fly standby if they will allow me to check in before the flight takes off,2
"@AmericanAir You're clueless. A kind rez agnt contacted USAir 4me around midnite, told them what to do. If not that I'd have missed funeral.",0
@UsAirways  your person taking tickets is rude and now we are delayed 4-50 minutes because you overfilled fuel on the plane #500.,0
@AmericanAir Can you provide guidance on how I should work with them to resolve the issue,2
@AmericanAir due to road conditions,2
@JetBlue you're taking me to New Orleans in two weeks so I'll picture that while I shiver #forevercold,2
@united Rude grouchy agent at Dulles check-in just got my 19 hour trip off to a lousy start. He needs a nap or something.,0
"@united, maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working...✈️",0
@united DM does not work what do I do?,2
"@JetBlue Felt a bit like they were adding insult to injury, since we'll be in terminal 5 for seven hours until the next flight :/",0
.@AmericanAir how about connecting me with a customer service rep? I'd rather speak to a person than a computer. Thanks!,0
@southwestair TWO hours on the plane at the gate?!? This is undignified behavior for you. And the apology isn’t enough. #freedrinkcoupons,0
@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open,2
@AmericanAir we have 3 more passengers with me   There are two more reservation numbers,0
@united it was such a lovely part of this long day - attendants on UA5168 (most) /UA795 were beyond exceptional today. #GiveThoseLadiesRaise,1
@united if I was rebooked do I have to pick up my luggage?,2
@USAirways doesn't want me to get home,0
@AmericanAir please confirm 2917 from CID-DFW at 11:30 departure will be/is Cancelled Flighted. Don't want to make the hour drive!,2
"@usairways HI again! How you suggested I contacted u via phone, sent a mail with the original ticket &amp; the result: http://t.co/214i0RTIH4",0
@united 3 phone reps. None could see I was rebooked so missed that flight.Told to go standby for a nonexistent Late Flightr flight. Did I hurt you?,0
@united I hope so but I've received no help so far. I've been on hold for more than an hour. Can someone speak to me?,0
@united strikes again! Why board anyone if there's something wrong with the plane? Common sense.,0
@VirginAmerica Good point!,2
@AmericanAir I did,2
"@SouthwestAir it is working on a different device, though. Any help is appreciated.",2
@SouthwestAir thanks for getting me home from Denver tonight despite the snow!,1
@USAirways  thank you! Glad to be heading home! Great people at your call center!,1
@JetBlue it's ok. Things happen. Just very frustrated when you have to change your schedule. See you tomorrow for a new rescheduled flight.,0
@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?,0
@SouthwestAir my parents flight frm STL2ATL Cancelled Flighted 2nite. When's the next one out?!,0
@JetBlue I left my apt 10hrs ago to go from Boston to SJC and I'm still NYC. Please bring back the nonstop flight. #jetblueBlues,0
@SouthwestAir Any chance there's a few seats open from DEN to DAL this afternoon?,2
@AmericanAir Delayed: AA3186 - Missed due to delay: AA3186 - New flight now delayed: AA2401,0
"@united You just tried to charge $750 for a $539 flight when I tried to make a change over the phone, not including $200 change fee. WTF?",0
@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,0
@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.,1
@USAirways Ever sit on hold and just lose track of time? http://t.co/Yqhk8LJaBN,0
"@AmericanAir I guess that is your way of saying thanks for sharing but I can't help you, Good Luck. Happy Birthday to me. Ugh",0
@USAirways I called twice the recording says that it has being delivered to my apt but it is not here ?,0
@USAirways we have seats.  on phone Iwas  told I was getting error msg due to paid 1st class upgrd. told to check in after 12am.sound right?,0
@SouthwestAir thanks for losing my luggage,0
@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy,0
@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,0
@JetBlue flight from DCA to BOS has no heat #OhNo #BundleUp #Leastthebeverageswillbecold,0
@USAirways I certainly understand the hold delays for WX reschedules - I've been on for 2hr15min - do you have an estimated wait time?,0
@SouthwestAir been on hold to rebook a flight to CMH for 1.5 hrs. Your rebook website is crashed.,0
"@JetBlue spoken to 2 reps. Once I'm allowed to check my bag and through the TSA checkpoint, I guarantee I will be talking to someone.",0
@JetBlue: So excited to hear about your move towards international travel from Long Beach Airport!,1
@united why would you overnight my bag Wed to an unknown location with a courier company you apparently can't contact!,0
"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation",0
@JetBlue don't I always?,2
@SouthwestAir I'm Flight Booking Problems a flight to Vegas. Any good promo codes??,2
"@AmericanAir - We have; they were useless. Baggage service called before 9 to tell us we would have bags by 3. Now, maybe midnight.",0
"@SouthwestAir you only hear about the bad things. Flying the last to weekends, the flights and crews were awesome. Thank you. 👍👍",1
STOP @JetBlue,0
@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!,0
@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!,1
@united please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L,0
@SouthwestAir just sent you a DM w/ additonal info,2
@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!,1
@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,1
@SouthwestAir can you outline the policies for both scenarios?,2
@united 40+ minutes waiting at the gate for the broken jetway. Different gate maybe?,0
@USAirways customer service at its finest,1
@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,1
@AmericanAir more of the insane treatment by your customers,0
"@AmericanAir It's been 3 weeks and no reply from customer relations yet.  Running out of time, please help.  request: 1-2888155964    thanks",0
"@USAirways US 728 returned to gate to get ""MEL"" sticker. Oh, look. We heard from pilot! No clue what an MEL sticker is. Anyone?",0
@USAirways I sent email to customer.relations@aa.com. Will this work?,2
@AmericanAir Thanks for the response.Tough night for all involved. Our flight got Cancelled Flightled as we started taxiing down the runway.,0
"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",0
"@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show""",0
@AmericanAir I was suppose to be in FL 4 hours ago. And I'm not. I've been waiting for hours this is just ridiculous,0
"@united tried other flight options as per weblink, non available for next 2 days, frustrating #notgoodenough #poorservice",0
@SouthwestAir sent,2
@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando,0
"@AmericanAir I ended up emailing my #Complaint to customer.relations@aa.com, hope that works. #TravelProblems",0
@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons,1
@united any updates with the DOT looking at the united fares from London to the US from last week?,2
@SouthwestAir for the win as always- saved my day and got me on a direct to Orlando. 🎉🎉🎉,1
Don't show these to Larry Fedora. RT @JetBlue: Our fleet's on fleek. http://t.co/qqlzk2jkzR,1
@JetBlue I will. Thank you!,1
@united that's what I thought! Thanks for the clarification!,2
@JetBlue you guys need live chat.,0
@JetBlue wants Customs at Long Beach Airport for future international flights. By @EricBradleyPT http://t.co/J6Hb4JDvER cc: @BrianSumers,2
"@JetBlue yes of course, before I left the airport. I kept looking but claim is still open.",0
@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH,0
@SouthwestAir on hold for 2 hours and then you hung up 3 Cancelled Flightled flights. Running out of daycare for our kids who are trapped at home.,0
@AmericanAir improve Envoy's performance.  5th trip through ORD in 2015 I've been delayed for hours because of Envoy.  I could drive faster!,0
@JetBlue @cflanagian she's on to something,2
@VirginAmerica fav airline,1
"@AmericanAir Thanks, both airlines said that it is located at AA Detroit. Also was informed that it flew with AA, which shouldn't matter.",1
"Cool! ""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATA”",1
@AmericanAir RDU Customer Service is awesome. Thanks! Give em all bonuses.,1
@united :take note of this great example of @JetBlue actually making good for an extremely inconvenient situation. http://t.co/t3Gnk2N7LD,1
@united 15-hr flight w/broken #Dreamliner media system. Witness #mental #breakdown as we bounce off walls. Remind me why I'm 1K.,0
@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday,0
"@AmericanAir oh I will, AA on speed dial",2
@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!,1
@JetBlue just sat on a plane for 3 hours in Dulles #insane #ijustwanttobeinBoston #thanksDC,0
@USAirways not moving we are in the tarmac delayed for some unknown reason. I'll keep you posted,0
@united no they did not want to deliver at my house. Had to go to sombrons else house,0
"@united a) she's an international. Her phone is on the fritz, I had to get to Chicago from nearly 4 hrs away to figure everything out.",0
@united that's not an apology. Say it.,0
@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.,0
@JetBlue we are on flight 751 and were returning to the gate can you provide any information?,2
"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue",0
@USAirways It's the rude and arrogant gate personnel. Uncalled for. Unprofessional. #theworst,0
@USAirways checked in last night @ airport by supervisor w boarding pass for 1A - boarding today seat changed to 7F. How does that happen?,0
"@SouthwestAir thanks for the b day concert I watched them all (and noticed the fist bump/high five at the end of the ""rock"" version)",1
@united we had four scheduled flights on this reservation and literally did not take one! Unreal,0
"@USAirways I have fam thats supposed to fly 2/22 that are currently in the hosp.3 trys to speak to a human, yr phone sys cuts off. pls hlp!",0
@USAirways 13 years of Naval Service and I run the travel department for all my commands...,0
@JetBlue I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed,0
@USAirways nightmare trying to get to Costa Rica from PHL today. Stuck in Miami and no one answers at 800 number.,0
@united - ok noted. All details will be DM'ed to you shortly.,2
@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,0
"@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help",0
@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?,0
@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight,1
"@united UA5029 from RIC, UA507 from ORD, &amp; UA423 from DEN -ALL DELAYED for non-weather issues. Way to go, youre batting 1.000! But no hotels",0
@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.,0
"@SouthwestAir @saianel You could have just said ""We don't know""",0
@USAirways what is the damn delay????,0
@JetBlue but the 4 hour policy- when I called and they said I didn't report it soon enough. What would have changed if I had noticed sooner?,0
@jetblue any idea where the plane for flight 672 is coming from? I thought flight 305 from JFK but that wouldn't explain delay.,0
"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!",0
@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,0
@united actually we aren't. Still parked here.,0
"@USAirways wont waive fees for flight Cancelled Flightlation due to #neptune To use credit, $200 fee. Couldnt reach destination @BostonBBB #notmyfault",0
@SouthwestAir I regret not flying you this morning @VirginAmerica doesn't support business travelers. #neverflyvirginforbusiness,0
@AmericanAir He thanks you. Anything you can do to help. Would any further information help in the process?,1
@united ok. Can I DM you the info?,2
@AmericanAir I DM'd you,0
@JetBlue #669 stewardesses can't work w/o a galley light! Back to NYC to change a light. #fromthefrontseat #jetblueBlues @anku @yaffasolin,0
@AmericanAir TSA said there is nothing they could do. But the question is why are your employee's swapping your customers belongings?,0
.@USAirways You'll be receiving a long &amp; detailed complaint letter soon. Long story short: never flying USAir again.,0
@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?,2
@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,1
"@AmericanAir submitted a case to AA customer relations two weeks ago, no word ever since! whats the point of even having CR?",0
@USAirways site shows on-time but FlightAware site shows delayed. Trying to decide if I get out in this ice to catch FLT 456 to PHX.,0
@united might possibly have the worst service on the planet.,0
@SouthwestAir tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it.,0
"@united I have a voucher that expires next week, can I get an extension on it before it expires?",2
@USAirways today's flight to Philadelphia.  It's a little disappointing for the unnecessary delays and it's not even snowing in FL.,0
@USAirways your mobile app is horrible!  Needs a major overhaul,0
@AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy. how do I get ahold of you?,0
@USAirways I have submitted my request. I would appreciate a call by 9am eastern. Thank you.,2
@USAirways been trying for weeks no use,0
@united that may be true however after 4 weeks matter is still unresolved and I can not get through to a supervisor or manager to help,0
@SouthwestAir wifi stays connected about the lifetime of a higgs boson,0
@JetBlue The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to @UniversalORL !,1
@USAirways instead of tweeting your customers apologizing why don't you pick up your phone,0
"@USAirways Yes, there is horrible snow. But seriously, can you not hire more people to answer the phones? Competitor have call back numbers.",0
"@SouthwestAir I fly back to Omaha for my grandmothers funeral, you Cancelled Flight my return flight and dont bother to notify me. Thanks a lot.",0
@united fails again. @SouthwestAir saves the day.,2
@AmericanAir why did you drop my call. Why don't you have more people answering phones? Why is it always high call volume when I call,0
"@united Thank you, ^JH, appreciate the prompt responses--me and other passengers will be doing so.",2
@SouthwestAir Cancelled Flightled my flight won't refund me and told me 2 call customer service n been holding for 30 minutes still waitin #BadService,0
“@united: @4geiger It looks like form the photo that something burst out of your luggage. Is this correct? ^JH” always blame the customer,0
@united finally got through and they were very helpful. Appreciate it!,1
@united so glad I've been waiting for 1 hour and 15 minutes and Ive been transferred 3 times without resolving anything. Worst service ever.,0
@united Frontier is currently offering their weather exceptions for this weekend. When is United?,2
@united obviously,2
@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/hrvuKtpvn1 http://t.co/MY3dnVBZAZ,2
@JetBlue we have. Twice. They said they can't dim those lights. But they did on our first flight.,0
